
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.880]   Just
[00:02:51.760 --> 00:02:52.290]  ?
[00:02:52.290 --> 00:02:53.380]   Three
[00:02:53.380 --> 00:02:53.720]  .
[00:02:53.720 --> 00:02:53.720]   Three
[00:02:53.720 --> 00:02:53.880]   weeks
[00:02:53.880 --> 00:02:54.060]   and
[00:02:54.060 --> 00:02:54.300]   then
[00:02:54.300 --> 00:02:54.360]   I
[00:02:54.360 --> 00:02:54.470]  'll
[00:02:54.470 --> 00:02:54.800]   be
[00:02:54.800 --> 00:02:54.840]  .
[00:02:54.840 --> 00:02:54.960]   So
[00:02:54.960 --> 00:02:55.140]   did
[00:02:55.140 --> 00:02:55.330]   you
[00:02:55.330 --> 00:02:55.500]   get
[00:02:55.500 --> 00:02:55.740]   done
[00:02:55.740 --> 00:02:55.980]   what
[00:02:55.980 --> 00:02:56.200]   you
[00:02:56.200 --> 00:02:56.400]   guys
[00:02:56.400 --> 00:02:56.870]   were
[00:02:56.870 --> 00:02:56.910]   trying
[00:02:56.910 --> 00:02:56.970]   to
[00:02:56.970 --> 00:02:57.080]   get
[00:02:57.080 --> 00:02:57.240]   done
[00:02:57.240 --> 00:02:57.240]  ?
[00:02:57.240 --> 00:02:57.540]   Well
[00:02:57.540 --> 00:02:57.690]   we
[00:02:57.690 --> 00:02:58.180]   worked
[00:02:58.180 --> 00:02:58.210]   a
[00:02:58.210 --> 00:02:58.430]   lot
[00:02:58.430 --> 00:02:58.750]   more
[00:02:58.750 --> 00:02:59.030]   than
[00:02:59.030 --> 00:02:59.180]   we
[00:02:59.180 --> 00:02:59.700]   usually
[00:02:59.700 --> 00:03:00.040]   work
[00:03:00.040 --> 00:03:00.620]   like
[00:03:00.620 --> 00:03:00.680]   when
[00:03:00.680 --> 00:03:01.360]   I
[00:03:01.360 --> 00:03:01.480]   worked
[00:03:01.480 --> 00:03:01.640]   from
[00:03:01.640 --> 00:03:02.440]   Israel
[00:03:02.440 --> 00:03:02.600]  .
[00:03:02.600 --> 00:03:03.020]   But
[00:03:03.020 --> 00:03:03.130]   we
[00:03:03.130 --> 00:03:03.450]   did
[00:03:03.450 --> 00:03:03.550]   a
[00:03:03.550 --> 00:03:03.870]   lot
[00:03:03.870 --> 00:03:04.070]   of
[00:03:04.070 --> 00:03:05.290]   legacy
[00:03:05.290 --> 00:03:05.320]   stuff
[00:03:05.320 --> 00:03:05.890]  .
[00:03:05.890 --> 00:03:06.420]   So
[00:03:06.420 --> 00:03:06.520]   we
[00:03:06.520 --> 00:03:06.930]   hoped
[00:03:06.930 --> 00:03:07.230]   to
[00:03:07.230 --> 00:03:07.260]   do
[00:03:07.260 --> 00:03:07.590]   more
[00:03:07.590 --> 00:03:07.740]   of
[00:03:07.740 --> 00:03:08.190]   the
[00:03:08.190 --> 00:03:08.200]   new
[00:03:08.200 --> 00:03:08.680]   system
[00:03:08.680 --> 00:03:08.920]  .
[00:03:08.920 --> 00:03:09.190]   Yeah
[00:03:09.190 --> 00:03:09.510]   because
[00:03:09.510 --> 00:03:09.580]   we
[00:03:09.580 --> 00:03:09.780]   have
[00:03:09.780 --> 00:03:09.980]   like
[00:03:09.980 --> 00:03:10.450]   basically
[00:03:10.450 --> 00:03:10.600]   the
[00:03:10.600 --> 00:03:10.860]   stuff
[00:03:10.860 --> 00:03:11.110]   that
[00:03:11.110 --> 00:03:11.170]   I
[00:03:11.170 --> 00:03:11.210]  'd
[00:03:11.210 --> 00:03:11.570]   written
[00:03:11.570 --> 00:03:11.960]   before
[00:03:11.960 --> 00:03:12.280]   that
[00:03:12.280 --> 00:03:12.360]   is
[00:03:12.360 --> 00:03:12.360]  
[00:03:12.360 --> 00:03:13.060]   deployed
[00:03:13.060 --> 00:03:13.270]   in
[00:03:13.270 --> 00:03:13.440]   the
[00:03:13.440 --> 00:03:14.030]   schools
[00:03:14.030 --> 00:03:14.440]  .
[00:03:14.440 --> 00:03:14.710]   Right
[00:03:14.710 --> 00:03:14.940]  .
[00:03:14.940 --> 00:03:15.490]   And
[00:03:15.490 --> 00:03:15.640]   obviously
[00:03:15.640 --> 00:03:15.820]   that
[00:03:15.820 --> 00:03:15.960]   was
[00:03:15.960 --> 00:03:16.150]   the
[00:03:16.150 --> 00:03:16.360]   first
[00:03:16.360 --> 00:03:16.680]   pass
[00:03:16.680 --> 00:03:16.680]  .
[00:03:16.680 --> 00:03:16.930]   That
[00:03:16.930 --> 00:03:17.210]   was
[00:03:17.210 --> 00:03:17.370]   like
[00:03:17.370 --> 00:03:17.590]   the
[00:03:17.590 --> 00:03:17.820]   ugly
[00:03:17.820 --> 00:03:18.260]   version
[00:03:18.260 --> 00:03:18.580]   right
[00:03:18.580 --> 00:03:18.770]  ?
[00:03:18.770 --> 00:03:18.960]   And
[00:03:18.960 --> 00:03:19.080]   we
[00:03:19.080 --> 00:03:19.320]  're
[00:03:19.320 --> 00:03:19.560]   supposed
[00:03:19.560 --> 00:03:19.750]   to
[00:03:19.750 --> 00:03:19.880]   go
[00:03:19.880 --> 00:03:19.960]   to
[00:03:19.960 --> 00:03:20.120]   the
[00:03:20.120 --> 00:03:20.360]   next
[00:03:20.360 --> 00:03:20.910]   version
[00:03:20.910 --> 00:03:21.040]   but
[00:03:21.040 --> 00:03:22.070]   unfortunately
[00:03:22.070 --> 00:03:22.340]   we
[00:03:22.340 --> 00:03:22.380]   have
[00:03:22.380 --> 00:03:22.610]   like
[00:03:22.610 --> 00:03:23.020]   actual
[00:03:23.020 --> 00:03:23.540]   people
[00:03:23.540 --> 00:03:23.640]   that
[00:03:23.640 --> 00:03:23.700]   we
[00:03:23.700 --> 00:03:23.800]  're
[00:03:23.800 --> 00:03:24.320]   dealing
[00:03:24.320 --> 00:03:24.470]   with
[00:03:24.470 --> 00:03:24.660]  .
[00:03:24.660 --> 00:03:25.100]   So
[00:03:25.100 --> 00:03:25.140]   mainly
[00:03:25.140 --> 00:03:25.320]   new
[00:03:25.320 --> 00:03:25.620]   stuff
[00:03:25.620 --> 00:03:25.840]   and
[00:03:25.840 --> 00:03:26.030]   new
[00:03:26.030 --> 00:03:26.520]   features
[00:03:26.520 --> 00:03:27.160]   which
[00:03:27.160 --> 00:03:27.380]   was
[00:03:27.380 --> 00:03:27.620]   impossible
[00:03:27.620 --> 00:03:27.690]   to
[00:03:27.690 --> 00:03:27.870]   build
[00:03:27.870 --> 00:03:27.950]   on
[00:03:27.950 --> 00:03:27.970]   a
[00:03:27.970 --> 00:03:28.090]   new
[00:03:28.090 --> 00:03:28.280]   system
[00:03:28.280 --> 00:03:28.530]   because
[00:03:28.530 --> 00:03:28.720]   that
[00:03:28.720 --> 00:03:28.740]  's
[00:03:28.740 --> 00:03:28.840]   not
[00:03:28.840 --> 00:03:29.170]   deployed
[00:03:29.170 --> 00:03:29.320]  .
[00:03:29.320 --> 00:03:29.440]   So
[00:03:29.440 --> 00:03:29.560]   we
[00:03:29.560 --> 00:03:29.640]   had
[00:03:29.640 --> 00:03:29.720]   to
[00:03:29.720 --> 00:03:29.980]   build
[00:03:29.980 --> 00:03:30.170]   that
[00:03:30.170 --> 00:03:30.270]   on
[00:03:30.270 --> 00:03:30.430]   the
[00:03:30.430 --> 00:03:30.760]   legacy
[00:03:30.760 --> 00:03:31.170]   system
[00:03:31.170 --> 00:03:31.270]  .
[00:03:31.270 --> 00:03:31.630]   Hopefully
[00:03:31.630 --> 00:03:31.870]   there
[00:03:31.870 --> 00:03:31.880]  's
[00:03:31.880 --> 00:03:32.220]   I
[00:03:32.220 --> 00:03:32.360]   guess
[00:03:32.360 --> 00:03:32.470]   it
[00:03:32.470 --> 00:03:32.600]  's
[00:03:32.600 --> 00:03:32.760]   sort
[00:03:32.760 --> 00:03:32.920]   of
[00:03:32.920 --> 00:03:33.290]   like
[00:03:33.290 --> 00:03:33.300]   70
[00:03:33.300 --> 00:03:34.160]  %
[00:03:34.160 --> 00:03:34.230]   copy
[00:03:34.230 --> 00:03:34.580]  able
[00:03:34.580 --> 00:03:34.840]   and
[00:03:34.840 --> 00:03:35.280]   paste
[00:03:35.280 --> 00:03:35.660]  able
[00:03:35.660 --> 00:03:36.120]  .
[00:03:36.120 --> 00:03:36.160]   You
[00:03:36.160 --> 00:03:36.200]   know
[00:03:36.200 --> 00:03:36.410]   that
[00:03:36.410 --> 00:03:36.620]   kind
[00:03:36.620 --> 00:03:36.720]   of
[00:03:36.720 --> 00:03:36.870]   way
[00:03:36.870 --> 00:03:37.020]  .
[00:03:37.020 --> 00:03:37.330]   Right
[00:03:37.330 --> 00:03:37.430]  .
[00:03:37.430 --> 00:03:37.640]   Yeah
[00:03:37.640 --> 00:03:37.770]   so
[00:03:37.770 --> 00:03:37.840]   at
[00:03:37.840 --> 00:03:38.100]   least
[00:03:38.100 --> 00:03:38.190]   it
[00:03:38.190 --> 00:03:38.300]  's
[00:03:38.300 --> 00:03:38.520]   not
[00:03:38.520 --> 00:03:38.880]   totally
[00:03:38.880 --> 00:03:39.230]   lost
[00:03:39.230 --> 00:03:39.880]   work
[00:03:39.880 --> 00:03:39.880]  .
[00:03:39.880 --> 00:03:40.000]  
[00:03:40.000 --> 00:03:40.150]   Right
[00:03:40.150 --> 00:03:40.400]  .
[00:03:40.400 --> 00:03:40.530]   Yeah
[00:03:40.530 --> 00:03:40.910]  .
[00:03:40.910 --> 00:03:40.910]   Yeah
[00:03:40.910 --> 00:03:41.130]   I
[00:03:41.130 --> 00:03:41.180]   know
[00:03:41.180 --> 00:03:41.290]   it
[00:03:41.290 --> 00:03:41.400]  's
[00:03:41.400 --> 00:03:42.000]   frustrating
[00:03:42.000 --> 00:03:42.200]   but
[00:03:42.200 --> 00:03:42.300]   that
[00:03:42.300 --> 00:03:42.360]  's
[00:03:42.360 --> 00:03:42.470]   the
[00:03:42.470 --> 00:03:42.840]   reality
[00:03:42.840 --> 00:03:42.920]   of
[00:03:42.920 --> 00:03:43.480]   software
[00:03:43.480 --> 00:03:43.480]   is
[00:03:43.480 --> 00:03:44.210]   sometimes
[00:03:44.210 --> 00:03:44.360]   you
[00:03:44.360 --> 00:03:44.650]   have
[00:03:44.650 --> 00:03:44.870]   two
[00:03:44.870 --> 00:03:45.450]   parallel
[00:03:45.450 --> 00:03:45.780]   systems
[00:03:45.780 --> 00:03:46.200]   and
[00:03:46.200 --> 00:03:46.360]   you
[00:03:46.360 --> 00:03:46.680]   have
[00:03:46.680 --> 00:03:46.690]   to
[00:03:46.690 --> 00:03:47.080]   somehow
[00:03:47.080 --> 00:03:47.410]   manage
[00:03:47.410 --> 00:03:47.630]   that
[00:03:47.630 --> 00:03:47.790]  .
[00:03:47.790 --> 00:03:48.010]   You
[00:03:48.010 --> 00:03:48.220]   got
[00:03:48.220 --> 00:03:48.270]   to
[00:03:48.270 --> 00:03:48.440]   move
[00:03:48.440 --> 00:03:48.830]   forward
[00:03:48.830 --> 00:03:49.120]  .
[00:03:49.120 --> 00:03:49.160]   You
[00:03:49.160 --> 00:03:49.530]   get
[00:03:49.530 --> 00:03:49.640]   calls
[00:03:49.640 --> 00:03:49.840]   from
[00:03:49.840 --> 00:03:49.880]   the
[00:03:49.880 --> 00:03:50.100]   field
[00:03:50.100 --> 00:03:50.280]   like
[00:03:50.280 --> 00:03:50.370]   we
[00:03:50.370 --> 00:03:50.570]   need
[00:03:50.570 --> 00:03:50.730]   this
[00:03:50.730 --> 00:03:50.860]   bug
[00:03:50.860 --> 00:03:51.170]   fixed
[00:03:51.170 --> 00:03:51.210]  .
[00:03:51.210 --> 00:03:51.380]   We
[00:03:51.380 --> 00:03:51.480]   have
[00:03:51.480 --> 00:03:51.610]   to
[00:03:51.610 --> 00:03:51.750]   have
[00:03:51.750 --> 00:03:51.930]   this
[00:03:51.930 --> 00:03:52.240]   feature
[00:03:52.240 --> 00:03:52.360]   in
[00:03:52.360 --> 00:03:52.440]  .
[00:03:52.440 --> 00:03:52.650]   Yeah
[00:03:52.650 --> 00:03:52.920]  .
[00:03:52.920 --> 00:03:52.970]   You
[00:03:52.970 --> 00:03:53.130]  're
[00:03:53.130 --> 00:03:53.340]   like
[00:03:53.340 --> 00:03:53.440]   we
[00:03:53.440 --> 00:03:53.810]  're
[00:03:53.810 --> 00:03:53.950]   like
[00:03:53.950 --> 00:03:53.980]   two
[00:03:53.980 --> 00:03:54.240]   weeks
[00:03:54.240 --> 00:03:54.450]   away
[00:03:54.450 --> 00:03:54.660]   from
[00:03:54.660 --> 00:03:54.820]   the
[00:03:54.820 --> 00:03:54.980]   new
[00:03:54.980 --> 00:03:55.450]   system
[00:03:55.450 --> 00:03:55.720]  .
[00:03:55.720 --> 00:03:55.790]   You
[00:03:55.790 --> 00:03:55.880]   know
[00:03:55.880 --> 00:03:55.960]   why
[00:03:55.960 --> 00:03:56.040]   are
[00:03:56.040 --> 00:03:56.150]   we
[00:03:56.150 --> 00:03:56.440]   doing
[00:03:56.440 --> 00:03:56.670]   this
[00:03:56.670 --> 00:03:56.840]  ?
[00:03:56.840 --> 00:03:57.010]   But
[00:03:57.010 --> 00:03:57.120]   so
[00:03:57.120 --> 00:03:57.450]   there
[00:03:57.450 --> 00:03:57.580]   was
[00:03:57.580 --> 00:03:57.630]   a
[00:03:57.630 --> 00:03:57.800]   lot
[00:03:57.800 --> 00:03:57.960]   of
[00:03:57.960 --> 00:03:58.440]   progress
[00:03:58.440 --> 00:03:58.670]   but
[00:03:58.670 --> 00:03:58.920]   not
[00:03:58.920 --> 00:03:59.240]   always
[00:03:59.240 --> 00:03:59.310]   on
[00:03:59.310 --> 00:03:59.500]   the
[00:03:59.500 --> 00:03:59.720]   right
[00:03:59.720 --> 00:04:00.450]   direction
[00:04:00.450 --> 00:04:00.520]  .
[00:04:00.520 --> 00:04:00.680]   Not
[00:04:00.680 --> 00:04:00.750]   on
[00:04:00.750 --> 00:04:00.930]   the
[00:04:00.930 --> 00:04:01.470]   direction
[00:04:01.470 --> 00:04:01.610]   we
[00:04:01.610 --> 00:04:01.800]   hoped
[00:04:01.800 --> 00:04:01.940]  .
[00:04:01.940 --> 00:04:01.960]   That
[00:04:01.960 --> 00:04:02.120]   you
[00:04:02.120 --> 00:04:02.430]   wanted
[00:04:02.430 --> 00:04:02.520]   to
[00:04:02.520 --> 00:04:02.780]   spend
[00:04:02.780 --> 00:04:03.000]   time
[00:04:03.000 --> 00:04:03.310]   on
[00:04:03.310 --> 00:04:03.670]  .
[00:04:03.670 --> 00:04:03.720]   Right
[00:04:03.720 --> 00:04:03.720]  .
[00:04:03.720 --> 00:04:03.940]   Yeah
[00:04:03.940 --> 00:04:04.320]  .
[00:04:04.320 --> 00:04:04.370]   Well
[00:04:04.370 --> 00:04:04.540]   that
[00:04:04.540 --> 00:04:04.690]  's
[00:04:04.690 --> 00:04:04.870]   cool
[00:04:04.870 --> 00:04:05.170]  .
[00:04:05.170 --> 00:04:05.280]   We
[00:04:05.280 --> 00:04:05.300]  're
[00:04:05.300 --> 00:04:05.480]   good
[00:04:05.480 --> 00:04:05.730]  .
[00:04:05.730 --> 00:04:06.630]   And
[00:04:06.630 --> 00:04:06.660]   we
[00:04:06.660 --> 00:04:07.020]  've
[00:04:07.020 --> 00:04:07.180]   you
[00:04:07.180 --> 00:04:07.320]   know
[00:04:07.320 --> 00:04:07.380]   we
[00:04:07.380 --> 00:04:07.480]  've
[00:04:07.480 --> 00:04:07.640]   been
[00:04:07.640 --> 00:04:07.650]  
[00:04:07.650 --> 00:04:08.340]   having
[00:04:08.340 --> 00:04:09.080]   a
[00:04:09.080 --> 00:04:09.410]   developing
[00:04:09.410 --> 00:04:09.640]   our
[00:04:09.640 --> 00:04:10.840]   relationship
[00:04:10.840 --> 00:04:11.160]   our
[00:04:11.160 --> 00:04:11.480]   working
[00:04:11.480 --> 00:04:14.120]   relationship
[00:04:14.120 --> 00:04:14.370]  .
[00:04:14.370 --> 00:04:14.450]   I
[00:04:14.450 --> 00:04:14.780]   want
[00:04:14.780 --> 00:04:14.940]   to
[00:04:14.940 --> 00:04:15.270]   hear
[00:04:15.270 --> 00:04:15.720]   about
[00:04:15.720 --> 00:04:16.760]   that
[00:04:16.760 --> 00:04:16.760]  .
[00:04:16.760 --> 00:04:17.020]   This
[00:04:17.020 --> 00:04:17.150]   is
[00:04:17.150 --> 00:04:17.350]   the
[00:04:17.350 --> 00:04:17.640]   good
[00:04:17.640 --> 00:04:17.940]   stuff
[00:04:17.940 --> 00:04:18.140]  .
[00:04:18.140 --> 00:04:18.480]   Well
[00:04:18.480 --> 00:04:18.600]   you
[00:04:18.600 --> 00:04:18.860]   know
[00:04:18.860 --> 00:04:19.260]   Justin
[00:04:19.260 --> 00:04:19.390]   is
[00:04:19.390 --> 00:04:19.450]   a
[00:04:19.450 --> 00:04:19.710]   very
[00:04:19.710 --> 00:04:20.210]   special
[00:04:20.210 --> 00:04:20.840]   developer
[00:04:20.840 --> 00:04:21.080]   and
[00:04:21.080 --> 00:04:21.240]   he
[00:04:21.240 --> 00:04:21.650]   likes
[00:04:21.650 --> 00:04:21.810]   to
[00:04:21.810 --> 00:04:21.970]   do
[00:04:21.970 --> 00:04:22.380]   stuff
[00:04:22.380 --> 00:04:22.540]   in
[00:04:22.540 --> 00:04:22.620]   a
[00:04:22.620 --> 00:04:23.190]   certain
[00:04:23.190 --> 00:04:23.430]   way
[00:04:23.430 --> 00:04:23.790]   that
[00:04:23.790 --> 00:04:24.060]   no
[00:04:24.060 --> 00:04:24.130]   one
[00:04:24.130 --> 00:04:24.390]   else
[00:04:24.390 --> 00:04:24.520]   in
[00:04:24.520 --> 00:04:24.720]   the
[00:04:24.720 --> 00:04:25.080]   world
[00:04:25.080 --> 00:04:25.620]   likes
[00:04:25.620 --> 00:04:26.200]   to
[00:04:26.200 --> 00:04:26.260]   do
[00:04:26.260 --> 00:04:26.640]  .
[00:04:26.640 --> 00:04:27.720]   Right
[00:04:27.720 --> 00:04:27.830]  .
[00:04:27.830 --> 00:04:27.940]   It
[00:04:27.940 --> 00:04:28.270]   was
[00:04:28.270 --> 00:04:28.390]   a
[00:04:28.390 --> 00:04:29.370]   challenge
[00:04:29.370 --> 00:04:29.750]   but
[00:04:29.750 --> 00:04:30.020]   you
[00:04:30.020 --> 00:04:30.490]   know
[00:04:30.490 --> 00:04:31.240]   we
[00:04:31.240 --> 00:04:31.340]   I
[00:04:31.340 --> 00:04:31.930]   think
[00:04:31.930 --> 00:04:32.040]   we
[00:04:32.040 --> 00:04:32.340]  'll
[00:04:32.340 --> 00:04:32.540]   be
[00:04:32.540 --> 00:04:33.190]   fine
[00:04:33.190 --> 00:04:33.240]  .
[00:04:33.240 --> 00:04:33.750]   Right
[00:04:33.750 --> 00:04:34.040]  .
[00:04:34.040 --> 00:04:34.410]   Yes
[00:04:34.410 --> 00:04:34.440]   I
[00:04:34.440 --> 00:04:35.000]   think
[00:04:35.000 --> 00:04:35.150]  
[00:04:35.150 --> 00:04:35.360]   you
[00:04:35.360 --> 00:04:35.960]   know
[00:04:35.960 --> 00:04:36.110]   I
[00:04:36.110 --> 00:04:36.560]   think
[00:04:36.560 --> 00:04:37.040]   part
[00:04:37.040 --> 00:04:37.280]   of
[00:04:37.280 --> 00:04:37.520]   it
[00:04:37.520 --> 00:04:37.610]   is
[00:04:37.610 --> 00:04:37.990]   that
[00:04:37.990 --> 00:04:38.440]   it
[00:04:38.440 --> 00:04:38.500]  's
[00:04:38.500 --> 00:04:38.780]   probably
[00:04:38.780 --> 00:04:38.950]   with
[00:04:38.950 --> 00:04:39.070]   any
[00:04:39.070 --> 00:04:39.480]   developer
[00:04:39.480 --> 00:04:39.620]   who
[00:04:39.620 --> 00:04:39.720]  's
[00:04:39.720 --> 00:04:40.040]   been
[00:04:40.040 --> 00:04:40.530]   around
[00:04:40.530 --> 00:04:41.010]   long
[00:04:41.010 --> 00:04:41.340]   enough
[00:04:41.340 --> 00:04:41.470]   you
[00:04:41.470 --> 00:04:42.120]  've
[00:04:42.120 --> 00:04:42.700]   developed
[00:04:42.700 --> 00:04:42.760]   your
[00:04:42.760 --> 00:04:42.920]   own
[00:04:42.920 --> 00:04:43.100]   sort
[00:04:43.100 --> 00:04:43.240]   of
[00:04:43.240 --> 00:04:43.680]   habits
[00:04:43.680 --> 00:04:43.990]   tools
[00:04:43.990 --> 00:04:44.190]   and
[00:04:44.190 --> 00:04:45.040]   techniques
[00:04:45.040 --> 00:04:45.070]   and
[00:04:45.070 --> 00:04:45.350]   the
[00:04:45.350 --> 00:04:45.550]   rest
[00:04:45.550 --> 00:04:45.680]   of
[00:04:45.680 --> 00:04:45.970]   the
[00:04:45.970 --> 00:04:46.360]   world
[00:04:46.360 --> 00:04:46.860]   moves
[00:04:46.860 --> 00:04:47.800]   forward
[00:04:47.800 --> 00:04:47.800]  .
[00:04:47.800 --> 00:04:48.070]   Now
[00:04:48.070 --> 00:04:48.340]   and
[00:04:48.340 --> 00:04:48.830]   the
[00:04:48.830 --> 00:04:48.880]   the
[00:04:48.880 --> 00:04:49.330]   tools
[00:04:49.330 --> 00:04:49.880]   change
[00:04:49.880 --> 00:04:50.140]   and
[00:04:50.140 --> 00:04:50.440]   the
[00:04:50.440 --> 00:04:50.920]   techniques
[00:04:50.920 --> 00:04:51.240]   change
[00:04:51.240 --> 00:04:52.280]   because
[00:04:52.280 --> 00:04:52.490]   you
[00:04:52.490 --> 00:04:52.770]   know
[00:04:52.770 --> 00:04:53.230]   they
[00:04:53.230 --> 00:04:53.330]   just
[00:04:53.330 --> 00:04:53.780]   evolve
[00:04:53.780 --> 00:04:54.040]   what
[00:04:54.040 --> 00:04:54.170]  's
[00:04:54.170 --> 00:04:54.580]   public
[00:04:54.580 --> 00:04:55.240]   available
[00:04:55.240 --> 00:04:55.850]   evolves
[00:04:55.850 --> 00:04:56.370]   the
[00:04:56.370 --> 00:04:56.410]   way
[00:04:56.410 --> 00:04:56.890]   people
[00:04:56.890 --> 00:04:57.350]   think
[00:04:57.350 --> 00:04:57.750]   about
[00:04:57.750 --> 00:04:58.440]   problems
[00:04:58.440 --> 00:04:59.080]   evolves
[00:04:59.080 --> 00:04:59.370]   and
[00:04:59.370 --> 00:04:59.950]   but
[00:04:59.950 --> 00:04:59.950]   you
[00:04:59.950 --> 00:05:00.420]  're
[00:05:00.420 --> 00:05:01.110]   100
[00:05:01.110 --> 00:05:01.200]  %
[00:05:01.200 --> 00:05:02.360]   productive
[00:05:02.360 --> 00:05:02.450]   with
[00:05:02.450 --> 00:05:02.520]   what
[00:05:02.520 --> 00:05:02.640]   you
[00:05:02.640 --> 00:05:02.760]  're
[00:05:02.760 --> 00:05:03.240]   doing
[00:05:03.240 --> 00:05:03.240]  .
[00:05:03.240 --> 00:05:03.340]  
[00:05:03.340 --> 00:05:03.470]   Right
[00:05:03.470 --> 00:05:03.610]  .
[00:05:03.610 --> 00:05:03.750]   And
[00:05:03.750 --> 00:05:03.840]   so
[00:05:03.840 --> 00:05:04.000]   you
[00:05:04.000 --> 00:05:04.120]  're
[00:05:04.120 --> 00:05:04.340]   not
[00:05:04.340 --> 00:05:04.350]   it
[00:05:04.350 --> 00:05:04.460]  's
[00:05:04.460 --> 00:05:04.620]   sort
[00:05:04.620 --> 00:05:04.710]   of
[00:05:04.710 --> 00:05:04.930]   like
[00:05:04.930 --> 00:05:05.070]   you
[00:05:05.070 --> 00:05:05.170]   can
[00:05:05.170 --> 00:05:05.310]  't
[00:05:05.310 --> 00:05:05.490]   teach
[00:05:05.490 --> 00:05:05.630]   old
[00:05:05.630 --> 00:05:05.810]   dogs
[00:05:05.810 --> 00:05:06.040]   new
[00:05:06.040 --> 00:05:06.360]   tricks
[00:05:06.360 --> 00:05:06.490]   it
[00:05:06.490 --> 00:05:06.620]  's
[00:05:06.620 --> 00:05:06.890]   just
[00:05:06.890 --> 00:05:07.360]   because
[00:05:07.360 --> 00:05:07.560]   the
[00:05:07.560 --> 00:05:07.750]   old
[00:05:07.750 --> 00:05:08.140]   dog
[00:05:08.140 --> 00:05:08.160]   has
[00:05:08.160 --> 00:05:08.690]   tricks
[00:05:08.690 --> 00:05:08.800]   they
[00:05:08.800 --> 00:05:09.000]   have
[00:05:09.000 --> 00:05:09.190]   the
[00:05:09.190 --> 00:05:09.340]   old
[00:05:09.340 --> 00:05:09.510]   dog
[00:05:09.510 --> 00:05:09.680]   has
[00:05:09.680 --> 00:05:10.050]   tricks
[00:05:10.050 --> 00:05:10.200]   that
[00:05:10.200 --> 00:05:10.500]   work
[00:05:10.500 --> 00:05:10.700]   and
[00:05:10.700 --> 00:05:10.770]   so
[00:05:10.770 --> 00:05:11.050]   the
[00:05:11.050 --> 00:05:11.160]   old
[00:05:11.160 --> 00:05:11.350]   dog
[00:05:11.350 --> 00:05:11.480]   is
[00:05:11.480 --> 00:05:11.740]   like
[00:05:11.740 --> 00:05:11.800]   I
[00:05:11.800 --> 00:05:12.000]   don
[00:05:12.000 --> 00:05:12.200]  't
[00:05:12.200 --> 00:05:12.790]   necessarily
[00:05:12.790 --> 00:05:13.000]   want
[00:05:13.000 --> 00:05:13.090]   to
[00:05:13.090 --> 00:05:13.350]   learn
[00:05:13.350 --> 00:05:13.610]   these
[00:05:13.610 --> 00:05:13.770]   new
[00:05:13.770 --> 00:05:14.120]   tricks
[00:05:14.120 --> 00:05:14.360]   and
[00:05:14.360 --> 00:05:14.440]   I
[00:05:14.440 --> 00:05:14.600]  'm
[00:05:14.600 --> 00:05:14.840]   not
[00:05:14.840 --> 00:05:15.410]   because
[00:05:15.410 --> 00:05:15.490]   I
[00:05:15.490 --> 00:05:15.650]  'm
[00:05:15.650 --> 00:05:15.740]   I
[00:05:15.740 --> 00:05:15.890]  'm
[00:05:15.890 --> 00:05:16.540]   somewhat
[00:05:16.540 --> 00:05:17.320]   right
[00:05:17.320 --> 00:05:17.320]   like
[00:05:17.320 --> 00:05:17.510]   you
[00:05:17.510 --> 00:05:17.760]   know
[00:05:17.760 --> 00:05:17.820]   I
[00:05:17.820 --> 00:05:18.010]  'll
[00:05:18.010 --> 00:05:18.260]   give
[00:05:18.260 --> 00:05:18.380]   an
[00:05:18.380 --> 00:05:19.080]   explanation
[00:05:19.080 --> 00:05:19.580]   maybe
[00:05:19.580 --> 00:05:19.720]   later
[00:05:19.720 --> 00:05:19.840]   on
[00:05:19.840 --> 00:05:20.290]   another
[00:05:20.290 --> 00:05:20.820]   topic
[00:05:20.820 --> 00:05:21.050]   that
[00:05:21.050 --> 00:05:21.240]  's
[00:05:21.240 --> 00:05:21.520]   kind
[00:05:21.520 --> 00:05:21.660]   of
[00:05:21.660 --> 00:05:22.000]   a
[00:05:22.000 --> 00:05:22.010]   good
[00:05:22.010 --> 00:05:22.500]   example
[00:05:22.500 --> 00:05:22.720]   but
[00:05:22.720 --> 00:05:22.920]   you
[00:05:22.920 --> 00:05:23.270]   know
[00:05:23.270 --> 00:05:23.270]   I
[00:05:23.270 --> 00:05:23.900]   think
