
[00:00:00.000 --> 00:00:00.800]  
[00:00:00.800 --> 00:00:00.880]   Jo
[00:02:50.520 --> 00:02:50.880]   couldn
[00:02:50.880 --> 00:02:50.990]  't
[00:02:50.990 --> 00:02:51.350]   accept
[00:02:51.350 --> 00:02:51.890]   donations
[00:02:51.890 --> 00:02:52.070]   for
[00:02:52.070 --> 00:02:52.310]   some
[00:02:52.310 --> 00:02:52.610]   weird
[00:02:52.610 --> 00:02:52.970]   reason
[00:02:52.970 --> 00:02:53.390]   someone
[00:02:53.390 --> 00:02:53.500]  ,
[00:02:53.500 --> 00:02:53.740]   else
[00:02:53.740 --> 00:02:53.930]   had
[00:02:53.930 --> 00:02:54.370]   donated
[00:02:54.370 --> 00:02:54.580]   some
[00:02:54.580 --> 00:02:54.980]   money
[00:02:54.980 --> 00:02:55.060]   and
[00:02:55.060 --> 00:02:55.200]   I
[00:02:55.200 --> 00:02:55.360]   kept
[00:02:55.360 --> 00:02:55.770]   getting
[00:02:55.770 --> 00:02:56.340]   repeated
[00:02:56.340 --> 00:02:56.620]   emails
[00:02:56.620 --> 00:02:56.860]   like
[00:02:56.860 --> 00:02:57.640]   like [SPEAKER_TURN]
[00:02:57.640 --> 00:02:57.710]   Oh
[00:02:57.710 --> 00:02:57.780]   to
[00:02:57.780 --> 00:02:57.810]   m
[00:02:57.810 --> 00:02:57.880]   in
[00:02:57.880 --> 00:02:57.950]   my
[00:02:57.950 --> 00:02:58.210]   name
[00:02:58.210 --> 00:02:58.210]  ?
[00:02:58.210 --> 00:02:58.390]   My
[00:02:58.390 --> 00:02:58.450]   Pay
[00:02:58.450 --> 00:02:58.500]  pal
[00:02:58.500 --> 00:02:58.980]  ? [SPEAKER_TURN]
[00:02:58.980 --> 00:02:59.180]   Well
[00:02:59.180 --> 00:02:59.510]   because
[00:02:59.510 --> 00:02:59.650]   the
[00:02:59.650 --> 00:02:59.850]   the
[00:02:59.850 --> 00:03:00.130]   account
[00:03:00.130 --> 00:03:00.270]   was
[00:03:00.270 --> 00:03:00.360]   in
[00:03:00.360 --> 00:03:00.550]   your
[00:03:00.550 --> 00:03:00.580]   n
[00:03:00.580 --> 00:03:00.680]   is
[00:03:00.680 --> 00:03:00.860]   in
[00:03:00.860 --> 00:03:00.960]   your
[00:03:00.960 --> 00:03:01.150]   name
[00:03:01.150 --> 00:03:01.760]  . [SPEAKER_TURN]
[00:03:01.760 --> 00:03:01.910]   But
[00:03:01.910 --> 00:03:02.010]   it
[00:03:02.010 --> 00:03:02.110]  's
[00:03:02.110 --> 00:03:02.260]   the
[00:03:02.260 --> 00:03:02.630]   texting
[00:03:02.630 --> 00:03:02.960]   account
[00:03:02.960 --> 00:03:03.110]  .
[00:03:03.110 --> 00:03:03.310]   Yeah
[00:03:03.310 --> 00:03:03.900]  . [SPEAKER_TURN]
[00:03:03.900 --> 00:03:04.000]   What
[00:03:04.000 --> 00:03:04.070]   was
[00:03:04.070 --> 00:03:04.190]   going
[00:03:04.190 --> 00:03:04.240]   on
[00:03:04.240 --> 00:03:04.540]  ? [SPEAKER_TURN]
[00:03:04.540 --> 00:03:04.650]   Don
[00:03:04.650 --> 00:03:04.870]  't
[00:03:04.870 --> 00:03:04.900]   know
[00:03:04.900 --> 00:03:04.910]   I
[00:03:04.910 --> 00:03:05.010]  .
[00:03:05.010 --> 00:03:05.160]   didn
[00:03:05.160 --> 00:03:05.290]  't
[00:03:05.290 --> 00:03:05.340]   see
[00:03:05.340 --> 00:03:05.410]   it
[00:03:05.410 --> 00:03:05.860]  . [SPEAKER_TURN]
[00:03:05.860 --> 00:03:06.240]   Oh
[00:03:06.240 --> 00:03:06.270]   really
[00:03:06.270 --> 00:03:06.280]   I
[00:03:06.280 --> 00:03:06.370]  ,
[00:03:06.370 --> 00:03:06.560]   just
[00:03:06.560 --> 00:03:06.900]   assumed
[00:03:06.900 --> 00:03:07.100]   that
[00:03:07.100 --> 00:03:07.230]   you
[00:03:07.230 --> 00:03:07.270]   w
[00:03:07.270 --> 00:03:07.460]   that
[00:03:07.460 --> 00:03:07.540]  's
[00:03:07.540 --> 00:03:07.690]   all
[00:03:07.690 --> 00:03:07.840]   you
[00:03:07.840 --> 00:03:07.920]  'd
[00:03:07.920 --> 00:03:08.110]   seen
[00:03:08.110 --> 00:03:08.200]   in
[00:03:08.200 --> 00:03:08.340]   the
[00:03:08.340 --> 00:03:08.530]   mail
[00:03:08.530 --> 00:03:09.220]  . [SPEAKER_TURN]
[00:03:09.320 --> 00:03:09.320]  
[00:03:09.320 --> 00:03:09.390]   know
[00:03:09.390 --> 00:03:09.460]   what
[00:03:09.460 --> 00:03:09.510]   the
[00:03:09.510 --> 00:03:09.610]   reason
[00:03:09.610 --> 00:03:09.650]   why
[00:03:09.650 --> 00:03:09.700]   I
[00:03:09.700 --> 00:03:09.730]   didn
[00:03:09.730 --> 00:03:09.770]  't
[00:03:09.770 --> 00:03:09.820]   see
[00:03:09.820 --> 00:03:09.850]   it
[00:03:09.850 --> 00:03:09.860]   I
[00:03:09.860 --> 00:03:09.910]  'll
[00:03:09.910 --> 00:03:09.980]   tell
[00:03:09.980 --> 00:03:10.030]   you
[00:03:10.030 --> 00:03:10.080]   why
[00:03:10.080 --> 00:03:10.200]   because
[00:03:10.200 --> 00:03:10.230]  ,
[00:03:10.230 --> 00:03:10.310]   when
[00:03:10.310 --> 00:03:10.370]   when
[00:03:10.370 --> 00:03:10.500]   plug
[00:03:10.500 --> 00:03:12.670]  g
[00:03:12.670 --> 00:03:12.760]  io
[00:03:12.760 --> 00:03:12.920]   uh
[00:03:12.920 --> 00:03:13.480]   payment
[00:03:13.480 --> 00:03:13.960]   emails
[00:03:13.960 --> 00:03:14.280]   come
[00:03:14.280 --> 00:03:14.840]   through
[00:03:14.840 --> 00:03:15.000]   or
[00:03:15.000 --> 00:03:16.300]   cancellation
[00:03:16.300 --> 00:03:16.520]   emails
[00:03:16.520 --> 00:03:16.850]   there
[00:03:16.850 --> 00:03:17.010]  's
[00:03:17.010 --> 00:03:17.170]   so
[00:03:17.170 --> 00:03:17.480]   many
[00:03:17.480 --> 00:03:17.830]   well
[00:03:17.830 --> 00:03:18.050]   not
[00:03:18.050 --> 00:03:18.210]   so
[00:03:18.210 --> 00:03:18.530]   many
[00:03:18.530 --> 00:03:18.770]   but
[00:03:18.770 --> 00:03:19.170]   there
[00:03:19.170 --> 00:03:19.360]  's
[00:03:19.360 --> 00:03:19.410]   a
[00:03:19.410 --> 00:03:19.650]   lot
[00:03:19.650 --> 00:03:19.890]   you
[00:03:19.890 --> 00:03:20.210]   know
[00:03:20.210 --> 00:03:20.530]   like
[00:03:20.530 --> 00:03:20.610]   I
[00:03:20.610 --> 00:03:21.010]   don
[00:03:21.010 --> 00:03:21.120]  't
[00:03:21.120 --> 00:03:21.330]   know
[00:03:21.330 --> 00:03:21.650]   five
[00:03:21.650 --> 00:03:21.730]   a
[00:03:21.730 --> 00:03:21.970]   day
[00:03:21.970 --> 00:03:22.130]   or
[00:03:22.130 --> 00:03:22.850]   something
[00:03:22.850 --> 00:03:23.170]   like
[00:03:23.170 --> 00:03:23.480]   that
[00:03:23.480 --> 00:03:23.570]   I
[00:03:23.570 --> 00:03:24.030]  .
[00:03:24.030 --> 00:03:24.130]   just
[00:03:24.130 --> 00:03:24.470]   kind
[00:03:24.470 --> 00:03:24.610]   of
[00:03:24.610 --> 00:03:24.770]   mm
[00:03:24.770 --> 00:03:25.010]   unl
[00:03:25.010 --> 00:03:25.380]  able
[00:03:25.380 --> 00:03:25.490]   it
[00:03:25.490 --> 00:03:25.730]   and
[00:03:25.730 --> 00:03:26.050]   like
[00:03:26.050 --> 00:03:26.210]   un
[00:03:26.210 --> 00:03:26.290]   v
[00:03:26.290 --> 00:03:26.610]   view
[00:03:26.610 --> 00:03:26.770]   it
[00:03:26.770 --> 00:03:26.930]   as
[00:03:26.930 --> 00:03:27.170]   red
[00:03:27.170 --> 00:03:27.680]  .
[00:03:27.680 --> 00:03:27.680]   So
[00:03:27.680 --> 00:03:27.730]   I
[00:03:27.730 --> 00:03:27.890]  've
[00:03:27.890 --> 00:03:28.050]   got
[00:03:28.050 --> 00:03:28.420]   a
[00:03:28.420 --> 00:03:28.480]   record
[00:03:28.480 --> 00:03:28.520]   of
[00:03:28.520 --> 00:03:28.620]   it
[00:03:28.620 --> 00:03:28.780]   but
[00:03:28.780 --> 00:03:28.880]   it
[00:03:28.880 --> 00:03:29.150]   doesn
[00:03:29.150 --> 00:03:29.260]  't
[00:03:29.260 --> 00:03:29.500]   kind
[00:03:29.500 --> 00:03:29.560]   of
[00:03:29.560 --> 00:03:29.720]   bug
[00:03:29.720 --> 00:03:29.820]   me
[00:03:29.820 --> 00:03:30.500]  . [SPEAKER_TURN]
[00:03:30.500 --> 00:03:30.660]   Of
[00:03:30.660 --> 00:03:30.820]   what
[00:03:30.820 --> 00:03:31.020]   what
[00:03:31.020 --> 00:03:31.310]   kind
[00:03:31.310 --> 00:03:31.350]   of
[00:03:31.350 --> 00:03:31.460]   of
[00:03:31.460 --> 00:03:31.700]   Pay
[00:03:31.700 --> 00:03:31.780]  pal
[00:03:31.780 --> 00:03:32.210]   payments
[00:03:32.210 --> 00:03:32.860]  ? [SPEAKER_TURN]
[00:03:32.860 --> 00:03:33.040]   Yeah
[00:03:33.040 --> 00:03:33.170]   Pay
[00:03:33.170 --> 00:03:33.330]  pal
[00:03:33.330 --> 00:03:33.390]  ,
[00:03:33.390 --> 00:03:33.750]   payments
[00:03:33.750 --> 00:03:33.970]   stuff
[00:03:33.970 --> 00:03:34.060]  ,
[00:03:34.060 --> 00:03:34.280]   after
[00:03:34.280 --> 00:03:34.550]   people
[00:03:34.550 --> 00:03:34.740]  . [SPEAKER_TURN]
[00:03:34.740 --> 00:03:34.810]   So
[00:03:34.810 --> 00:03:35.060]   anything
[00:03:35.060 --> 00:03:35.190]   that
[00:03:35.190 --> 00:03:35.350]   comes
[00:03:35.350 --> 00:03:35.410]   in
[00:03:35.410 --> 00:03:35.540]   from
[00:03:35.540 --> 00:03:35.630]   Pay
[00:03:35.630 --> 00:03:35.770]  pal
[00:03:35.770 --> 00:03:35.800]   you
[00:03:35.800 --> 00:03:35.900]  're
[00:03:35.900 --> 00:03:35.990]   not
[00:03:35.990 --> 00:03:36.220]   looking
[00:03:36.220 --> 00:03:36.280]   at
[00:03:36.280 --> 00:03:36.370]  .
[00:03:36.370 --> 00:03:36.430]   So
[00:03:36.430 --> 00:03:36.550]   that
[00:03:36.550 --> 00:03:36.620]  's
[00:03:36.620 --> 00:03:36.800]   why
[00:03:36.800 --> 00:03:36.840]   you
[00:03:36.840 --> 00:03:36.930]   didn
[00:03:36.930 --> 00:03:36.990]  't
[00:03:36.990 --> 00:03:37.090]   see
[00:03:37.090 --> 00:03:37.140]   it
[00:03:37.140 --> 00:03:37.660]  . [SPEAKER_TURN]
[00:03:37.660 --> 00:03:38.160]   Yeah
[00:03:38.160 --> 00:03:39.040]   exactly
[00:03:39.040 --> 00:03:39.080]  , [SPEAKER_TURN]
[00:03:39.080 --> 00:03:39.110]  
[00:03:39.110 --> 00:03:39.120]   I
[00:03:39.120 --> 00:03:39.360]   dunno
[00:03:39.360 --> 00:03:39.480]   if
[00:03:39.480 --> 00:03:39.640]   that
[00:03:39.640 --> 00:03:39.720]  's
[00:03:39.720 --> 00:03:39.920]   such
[00:03:39.920 --> 00:03:39.960]   a
[00:03:39.960 --> 00:03:40.150]   good
[00:03:40.150 --> 00:03:40.430]   policy
[00:03:40.430 --> 00:03:41.000]  . [SPEAKER_TURN]
[00:03:41.000 --> 00:03:41.290]   There
[00:03:41.290 --> 00:03:41.740]   probably
[00:03:41.740 --> 00:03:41.920]   isn
[00:03:41.920 --> 00:03:42.030]  't
[00:03:42.030 --> 00:03:42.080]   a
[00:03:42.080 --> 00:03:42.310]   good
[00:03:42.310 --> 00:03:42.660]   policy
[00:03:42.660 --> 00:03:42.710]   '
[00:03:42.710 --> 00:03:43.000]  cause
[00:03:43.000 --> 00:03:43.050]   I
[00:03:43.050 --> 00:03:43.130]   I
[00:03:43.130 --> 00:03:43.330]   find
[00:03:43.330 --> 00:03:43.680]   myself
[00:03:43.680 --> 00:03:44.100]   logging
[00:03:44.100 --> 00:03:44.310]   into
[00:03:44.310 --> 00:03:44.480]   Pay
[00:03:44.480 --> 00:03:44.650]  pal
[00:03:44.650 --> 00:03:44.820]   and
[00:03:44.820 --> 00:03:45.150]   there
[00:03:45.150 --> 00:03:45.290]   there
[00:03:45.290 --> 00:03:45.570]  'll
[00:03:45.570 --> 00:03:45.810]   be
[00:03:45.810 --> 00:03:45.910]   like
[00:03:45.910 --> 00:03:46.090]   one
[00:03:46.090 --> 00:03:46.480]   payment
[00:03:46.480 --> 00:03:47.050]   dispute
[00:03:47.050 --> 00:03:47.070]   you
[00:03:47.070 --> 00:03:47.160]  ,
[00:03:47.160 --> 00:03:47.390]   know
[00:03:47.390 --> 00:03:47.970]   unresolved
[00:03:47.970 --> 00:03:48.080]  ,
[00:03:48.080 --> 00:03:48.250]   and
[00:03:48.250 --> 00:03:48.290]   I
[00:03:48.290 --> 00:03:48.350]   c
[00:03:48.350 --> 00:03:48.490]   I
[00:03:48.490 --> 00:03:48.510]   am
[00:03:48.510 --> 00:03:48.620]   it
[00:03:48.620 --> 00:03:48.730]  's
[00:03:48.730 --> 00:03:48.960]   like
[00:03:48.960 --> 00:03:49.130]   two
[00:03:49.130 --> 00:03:49.410]   weeks
[00:03:49.410 --> 00:03:49.640]   old
[00:03:49.640 --> 00:03:49.760]   and
[00:03:49.760 --> 00:03:49.810]   I
[00:03:49.810 --> 00:03:50.040]   have
[00:03:50.040 --> 00:03:50.150]   to
[00:03:50.150 --> 00:03:50.260]   go
[00:03:50.260 --> 00:03:50.500]   and
[00:03:50.500 --> 00:03:50.600]   log
[00:03:50.600 --> 00:03:50.880]   in
[00:03:50.880 --> 00:03:51.230]   and
[00:03:51.230 --> 00:03:51.250]   refund
[00:03:51.250 --> 00:03:51.280]   a
[00:03:51.280 --> 00:03:51.740]   customer
[00:03:51.740 --> 00:03:51.970]   like
[00:03:51.970 --> 00:03:52.240]   nine
[00:03:52.240 --> 00:03:52.510]   bucks
[00:03:52.510 --> 00:03:52.600]   or
[00:03:52.600 --> 00:03:53.150]   something
[00:03:53.150 --> 00:03:54.120]  . [SPEAKER_TURN]
[00:03:54.120 --> 00:03:54.380]   Right
[00:03:54.380 --> 00:03:54.760]  . [SPEAKER_TURN]
[00:03:54.900 --> 00:03:54.980]  
[00:03:54.980 --> 00:03:55.140]   That
[00:03:55.140 --> 00:03:55.260]  's
[00:03:55.260 --> 00:03:55.500]   also
[00:03:55.500 --> 00:03:55.740]   like
[00:03:55.740 --> 00:03:55.800]   I
[00:03:55.800 --> 00:03:55.980]   don
[00:03:55.980 --> 00:03:56.100]  't
[00:03:56.100 --> 00:03:56.800]   understand
[00:03:56.800 --> 00:03:56.960]   why
[00:03:56.960 --> 00:03:57.010]   do
[00:03:57.010 --> 00:03:57.370]   people
[00:03:57.370 --> 00:03:57.610]   sign
[00:03:57.610 --> 00:03:57.730]   up
[00:03:57.730 --> 00:03:57.910]   for
[00:03:57.910 --> 00:03:57.970]   a
[00:03:57.970 --> 00:03:58.390]   service
[00:03:58.390 --> 00:03:58.570]   and
[00:03:58.570 --> 00:03:58.810]   this
[00:03:58.810 --> 00:03:59.050]   this
[00:03:59.050 --> 00:03:59.350]   doesn
[00:03:59.350 --> 00:03:59.470]  't
[00:03:59.470 --> 00:03:59.930]   happen
[00:03:59.930 --> 00:04:00.070]   very
[00:04:00.070 --> 00:04:00.380]   often
[00:04:00.380 --> 00:04:00.550]   but
[00:04:00.550 --> 00:04:00.850]   maybe
[00:04:00.850 --> 00:04:01.090]   once
[00:04:01.090 --> 00:04:01.450]   every
[00:04:01.450 --> 00:04:01.870]   couple
[00:04:01.870 --> 00:04:01.880]   of
[00:04:01.880 --> 00:04:02.230]   months
[00:04:02.230 --> 00:04:02.530]   right
[00:04:02.530 --> 00:04:02.650]  ,
[00:04:02.650 --> 00:04:02.890]   They
[00:04:02.890 --> 00:04:02.970]   sign
[00:04:02.970 --> 00:04:03.410]   up
[00:04:03.410 --> 00:04:03.430]   for
[00:04:03.430 --> 00:04:03.490]   a
[00:04:03.490 --> 00:04:04.000]   service
[00:04:04.000 --> 00:04:04.090]   and
[00:04:04.090 --> 00:04:04.330]   then
[00:04:04.330 --> 00:04:04.570]   they
[00:04:04.570 --> 00:04:04.990]   and
[00:04:04.990 --> 00:04:05.210]   then
[00:04:05.210 --> 00:04:05.230]   they
[00:04:05.230 --> 00:04:05.470]   just
[00:04:05.470 --> 00:04:05.830]   rather
[00:04:05.830 --> 00:04:06.070]   than
[00:04:06.070 --> 00:04:06.310]   kind
[00:04:06.310 --> 00:04:06.430]   of
[00:04:06.430 --> 00:04:07.040]   contacting
[00:04:07.040 --> 00:04:07.400]   you
[00:04:07.400 --> 00:04:07.520]   via
[00:04:07.520 --> 00:04:07.580]   the
[00:04:07.580 --> 00:04:07.920]   email
[00:04:07.920 --> 00:04:08.120]   they
[00:04:08.120 --> 00:04:08.410]   just
[00:04:08.410 --> 00:04:08.480]   go
[00:04:08.480 --> 00:04:08.720]   back
[00:04:08.720 --> 00:04:08.890]   to
[00:04:08.890 --> 00:04:09.060]   Pay
[00:04:09.060 --> 00:04:09.200]  pal
[00:04:09.200 --> 00:04:09.380]   and
[00:04:09.380 --> 00:04:09.620]   they
[00:04:09.620 --> 00:04:09.740]   ju
[00:04:09.740 --> 00:04:09.980]   kind
[00:04:09.980 --> 00:04:10.100]   of
[00:04:10.100 --> 00:04:10.450]   submit
[00:04:10.450 --> 00:04:10.580]   uh
[00:04:10.580 --> 00:04:10.700]   uh
[00:04:10.700 --> 00:04:10.880]   Pay
[00:04:10.880 --> 00:04:11.080]  pal
[00:04:11.080 --> 00:04:11.240]   and
[00:04:11.240 --> 00:04:11.590]   say
[00:04:11.590 --> 00:04:12.280]   they
[00:04:12.280 --> 00:04:12.300]   didn
[00:04:12.300 --> 00:04:12.410]  't
[00:04:12.410 --> 00:04:12.520]   give
[00:04:12.520 --> 00:04:12.840]   me
[00:04:12.840 --> 00:04:13.400]   what
[00:04:13.400 --> 00:04:13.460]   they
[00:04:13.460 --> 00:04:13.690]   said
[00:04:13.690 --> 00:04:13.960]   they
[00:04:13.960 --> 00:04:14.240]   were
[00:04:14.240 --> 00:04:14.590]   gonna
[00:04:14.590 --> 00:04:14.870]   give
[00:04:14.870 --> 00:04:15.020]   me
[00:04:15.020 --> 00:04:15.320]  .
[00:04:15.320 --> 00:04:15.320]   I
[00:04:15.320 --> 00:04:15.670]   want
[00:04:15.670 --> 00:04:15.800]   the
[00:04:15.800 --> 00:04:16.040]   money
[00:04:16.040 --> 00:04:16.280]   back
[00:04:16.280 --> 00:04:16.510]   kind
[00:04:16.510 --> 00:04:16.650]   of
[00:04:16.650 --> 00:04:16.930]   thing
[00:04:16.930 --> 00:04:17.240]  .
[00:04:17.240 --> 00:04:17.300]   So
[00:04:17.300 --> 00:04:17.440]   then
[00:04:17.440 --> 00:04:17.540]   it
[00:04:17.540 --> 00:04:17.740]   goes
[00:04:17.740 --> 00:04:18.090]   through
[00:04:18.090 --> 00:04:18.300]   this
[00:04:18.300 --> 00:04:18.540]   whole
[00:04:18.540 --> 00:04:18.740]   big
[00:04:18.740 --> 00:04:18.840]   Pay
[00:04:18.840 --> 00:04:18.990]  pal
[00:04:18.990 --> 00:04:19.590]   dispute
[00:04:19.590 --> 00:04:19.640]   system
[00:04:19.640 --> 00:04:19.890]   which
[00:04:19.890 --> 00:04:19.990]   is
[00:04:19.990 --> 00:04:20.040]   a
[00:04:20.040 --> 00:04:20.280]   pain
[00:04:20.280 --> 00:04:20.390]  .
[00:04:20.390 --> 00:04:20.570]   Like
[00:04:20.570 --> 00:04:20.790]   it
[00:04:20.790 --> 00:04:20.940]   would
[00:04:20.940 --> 00:04:21.140]   have
[00:04:21.140 --> 00:04:21.410]   been
[00:04:21.410 --> 00:04:21.640]   easier
[00:04:21.640 --> 00:04:21.740]   to
[00:04:21.740 --> 00:04:21.940]   just
[00:04:21.940 --> 00:04:22.140]   give
[00:04:22.140 --> 00:04:22.340]   them
[00:04:22.340 --> 00:04:22.490]   the
[00:04:22.490 --> 00:04:22.740]   money
[00:04:22.740 --> 00:04:22.940]   back
[00:04:22.940 --> 00:04:23.040]   if
[00:04:23.040 --> 00:04:23.240]   they
[00:04:23.240 --> 00:04:23.340]  'd
[00:04:23.340 --> 00:04:23.540]   have
[00:04:23.540 --> 00:04:23.790]   asked
[00:04:23.790 --> 00:04:23.990]   that
[00:04:23.990 --> 00:04:24.140]   and
[00:04:24.140 --> 00:04:24.240]   go
[00:04:24.240 --> 00:04:24.440]   okay
[00:04:24.440 --> 00:04:24.660]   sure
[00:04:24.660 --> 00:04:24.660]  ,
[00:04:24.680 --> 00:04:25.040]   Yeah
[00:04:25.040 --> 00:04:25.050]  .
[00:04:25.050 --> 00:04:25.200]   But
[00:04:25.200 --> 00:04:25.430]   now
[00:04:25.430 --> 00:04:25.470]   we
[00:04:25.470 --> 00:04:25.630]  've
[00:04:25.630 --> 00:04:25.910]   gotta
[00:04:25.910 --> 00:04:26.020]   go
[00:04:26.020 --> 00:04:26.410]   through
[00:04:26.410 --> 00:04:26.640]   this
[00:04:26.640 --> 00:04:27.020]   dispute
[00:04:27.020 --> 00:04:27.580]   resolution
[00:04:27.580 --> 00:04:27.960]   system
[00:04:27.960 --> 00:04:28.090]  .
[00:04:28.090 --> 00:04:28.120]   I
[00:04:28.120 --> 00:04:28.340]   say
[00:04:28.340 --> 00:04:28.500]   this
[00:04:28.500 --> 00:04:28.610]  ,
[00:04:28.610 --> 00:04:28.850]   they
[00:04:28.850 --> 00:04:28.990]   say
[00:04:28.990 --> 00:04:29.210]   that
[00:04:29.210 --> 00:04:29.320]  ,
[00:04:29.320 --> 00:04:29.370]   I
[00:04:29.370 --> 00:04:29.530]   say
[00:04:29.530 --> 00:04:29.750]   this
[00:04:29.750 --> 00:04:29.890]  ,
[00:04:29.890 --> 00:04:30.080]   okay
[00:04:30.080 --> 00:04:30.250]   now
[00:04:30.250 --> 00:04:30.470]   they
[00:04:30.470 --> 00:04:30.620]   can
[00:04:30.620 --> 00:04:30.780]   get
[00:04:30.780 --> 00:04:30.940]   the
[00:04:30.940 --> 00:04:31.220]   money
[00:04:31.220 --> 00:04:31.450]   back
[00:04:31.450 --> 00:04:31.600]  .
[00:04:31.600 --> 00:04:31.720]   Bloody
[00:04:31.720 --> 00:04:32.310]   hell
[00:04:32.310 --> 00:04:33.000]  . [SPEAKER_TURN]
[00:04:34.060 --> 00:04:34.130]  
[00:04:34.130 --> 00:04:34.280]   Yeah
[00:04:34.280 --> 00:04:34.440]  ,
[00:04:34.440 --> 00:04:34.500]   it
[00:04:34.500 --> 00:04:34.720]   kind
[00:04:34.720 --> 00:04:34.880]   of
[00:04:34.880 --> 00:04:35.220]   reminds
[00:04:35.220 --> 00:04:35.330]   me
[00:04:35.330 --> 00:04:35.440]   of
[00:04:35.440 --> 00:04:35.610]   how
[00:04:35.610 --> 00:04:35.720]   uh
[00:04:35.720 --> 00:04:36.410]   getting
[00:04:36.410 --> 00:04:36.500]   lawyers
[00:04:36.500 --> 00:04:36.950]   involved
[00:04:36.950 --> 00:04:37.060]   in
[00:04:37.060 --> 00:04:37.230]   the
[00:04:37.230 --> 00:04:37.740]   situation
[00:04:37.740 --> 00:04:38.020]   would
[00:04:38.020 --> 00:04:38.240]   make
[00:04:38.240 --> 00:04:38.700]   things
[00:04:38.700 --> 00:04:38.800]   more
[00:04:38.800 --> 00:04:39.420]   complicated
[00:04:39.420 --> 00:04:39.590]   and
[00:04:39.590 --> 00:04:40.100]   expensive
[00:04:40.100 --> 00:04:40.270]   and
[00:04:40.270 --> 00:04:40.490]   like
[00:04:40.490 --> 00:04:40.660]   let
[00:04:40.660 --> 00:04:40.770]  's
[00:04:40.770 --> 00:04:41.010]   just
[00:04:41.010 --> 00:04:41.210]   work
[00:04:41.210 --> 00:04:41.320]   it
[00:04:41.320 --> 00:04:41.490]   out
[00:04:41.490 --> 00:04:41.600]  ,
[00:04:41.600 --> 00:04:41.880]   right
[00:04:41.880 --> 00:04:42.050]  ?
[00:04:42.050 --> 00:04:42.260]   Well
[00:04:42.260 --> 00:04:42.380]  ,
[00:04:42.380 --> 00:04:42.430]   I
[00:04:42.430 --> 00:04:42.650]   mean
[00:04:42.650 --> 00:04:42.700]   I
[00:04:42.700 --> 00:04:42.810]  ,
[00:04:42.810 --> 00:04:43.030]   mean
[00:04:43.030 --> 00:04:43.250]   have
[00:04:43.250 --> 00:04:43.640]   lawyers
[00:04:43.640 --> 00:04:44.090]   involved
[00:04:44.090 --> 00:04:44.190]  ,
[00:04:44.190 --> 00:04:44.480]   it
[00:04:44.480 --> 00:04:44.600]   turns
[00:04:44.600 --> 00:04:44.810]   into
[00:04:44.810 --> 00:04:44.860]   a
[00:04:44.860 --> 00:04:45.370]   nightmare
[00:04:45.370 --> 00:04:45.590]   Form
[00:04:45.590 --> 00:04:45.700]  al
[00:04:45.700 --> 00:04:45.890]  .
[00:04:45.890 --> 00:04:46.260]   dispute
[00:04:46.260 --> 00:04:46.770]   processes
[00:04:46.770 --> 00:04:46.940]   are
[00:04:46.940 --> 00:04:47.160]   just
[00:04:47.160 --> 00:04:47.610]   annoying
[00:04:47.610 --> 00:04:47.720]   at
[00:04:47.720 --> 00:04:47.890]   any
[00:04:47.890 --> 00:04:47.930]   level
[00:04:47.930 --> 00:04:48.530]  .
[00:04:48.530 --> 00:04:48.560]   Yeah
[00:04:48.560 --> 00:04:48.730]  .
[00:04:48.730 --> 00:04:48.840]   So
[00:04:48.840 --> 00:04:49.060]   um
[00:04:49.060 --> 00:04:49.060]  ,
[00:04:49.060 --> 00:04:49.390]   yeah
[00:04:49.390 --> 00:04:49.430]  ,
[00:04:49.430 --> 00:04:49.450]   I
[00:04:49.450 --> 00:04:49.660]   yeah
[00:04:49.660 --> 00:04:49.770]  ,
[00:04:49.770 --> 00:04:49.820]   I
[00:04:49.820 --> 00:04:50.100]   gotta
[00:04:50.100 --> 00:04:50.150]   a
[00:04:50.150 --> 00:04:50.310]   lot
[00:04:50.310 --> 00:04:50.410]   of
[00:04:50.410 --> 00:04:50.770]   things
[00:04:50.770 --> 00:04:50.840]   I
[00:04:50.840 --> 00:04:51.150]   think
[00:04:51.150 --> 00:04:51.160]   I
[00:04:51.160 --> 00:04:51.320]   got
[00:04:51.320 --> 00:04:51.370]   a
[00:04:51.370 --> 00:04:51.540]   lot
[00:04:51.540 --> 00:04:51.650]   of
[00:04:51.650 --> 00:04:51.700]   f
[00:04:51.700 --> 00:04:52.050]   things
[00:04:52.050 --> 00:04:52.150]   to
[00:04:52.150 --> 00:04:52.370]   talk
[00:04:52.370 --> 00:04:52.650]   about
[00:04:52.650 --> 00:04:52.930]   today
[00:04:52.930 --> 00:04:53.100]  .
[00:04:53.100 --> 00:04:53.210]   Um
[00:04:53.210 --> 00:04:53.250]   so
[00:04:53.250 --> 00:04:53.650]   one
